785-66-6143|Arne|Rodriguez|M|939 Roberts Throughway Suite 268|Salem|AL|36874|32.6212|-85.184|7901|Tree surgeon|1971-05-06|1505|40_60_smaller_cities.json|1058|2015-12-16|misc_net|452.72
768-40-7246|Domonique|Reinger|F|7552 Earline Extensions Suite 723|Brooklyn|NY|11215|40.6669|-73.9828|2504700|Scientist, marine|1958-03-14|291|40_60_bigger_cities.json|2082|2015-12-16|pharmacy|28.07
745-43-1502|Thaddeus|Bruen|M|07406 Rutherford Parkway|Manhasset|NY|11030|40.7934|-73.6888|17962|Lexicographer|1980-02-16|0|male_30_40_smaller_cities.json|2583|2015-12-16|shopping_pos|58.34
768-40-7246|Domonique|Reinger|F|7552 Earline Extensions Suite 723|Brooklyn|NY|11215|40.6669|-73.9828|2504700|Scientist, marine|1958-03-14|291|40_60_bigger_cities.json|1723|2015-12-16|grocery_pos|49.69
333-27-9407|Paris|Windler|M|485 Senger Plaza|Medford|OR|97501|42.2818|-122.9054|86561|Press photographer|1959-05-04|2396|40_60_smaller_cities.json|392|2015-12-16|grocery_pos|67.94
347-22-8926|Angele|Bauch|F|3624 Smitham Walks Suite 635|Union City|NJ|07087|40.7674|-74.0323|66515|Illustrator|1971-09-05|3|40_60_smaller_cities.json|729|2015-12-16|grocery_pos|72.93
388-30-6923|Adriel|Heidenreich|M|538 Ebert Land|Killeen|TX|76543|31.1172|-97.6651|164094|Aid worker|1975-07-02|544069093|40_60_smaller_cities.json|41|2015-12-16|misc_net|63.47
347-22-8926|Angele|Bauch|F|3624 Smitham Walks Suite 635|Union City|NJ|07087|40.7674|-74.0323|66515|Illustrator|1971-09-05|3|40_60_smaller_cities.json|916|2015-12-16|utilities|65.18
531-58-3359|Jammie|Rau|M|33333 Amiya Harbor|Lake Elsinore|CA|92530|33.6598|-117.3485|68860|Health visitor|1975-09-10|8|40_60_smaller_cities.json|2162|2015-12-16|grocery_pos|31.2
281-20-8708|Wendel|Welch|M|770 Waters River Suite 670|Lithonia|GA|30038|33.6823|-84.161|90178|Designer, multimedia|1966-01-24|73769534|40_60_smaller_cities.json|1882|2015-12-16|utilities|86.39
718-90-6326|Genoveva|Treutel|F|7804 Quigley Lakes Suite 458|Miami|FL|33175|25.7341|-80.4068|1737737|Diagnostic radiographer|1960-02-10|5717957|40_60_bigger_cities.json|448|2015-12-16|kids_pets|90.09
463-85-3740|Laylah|Schneider|F|6480 Jenkins Burgs Apt. 570|Smithville|MO|64089|39.3917|-94.5592|11470|Risk analyst|1985-02-22|122|female_30_40_smaller_cities.json|2612|2015-12-16|entertainment|10.87
463-85-3740|Laylah|Schneider|F|6480 Jenkins Burgs Apt. 570|Smithville|MO|64089|39.3917|-94.5592|11470|Risk analyst|1985-02-22|122|female_30_40_smaller_cities.json|2730|2015-12-16|health_fitness|42.41
463-85-3740|Laylah|Schneider|F|6480 Jenkins Burgs Apt. 570|Smithville|MO|64089|39.3917|-94.5592|11470|Risk analyst|1985-02-22|122|female_30_40_smaller_cities.json|3065|2015-12-16|entertainment|10.9
157-00-3106|Winona|Green|F|8361 Rippin Glens Apt. 348|Casper|WY|82609|42.8406|-106.2806|69012|Occupational hygienist|1960-12-27|142950|40_60_smaller_cities.json|522|2015-12-16|grocery_pos|41.73
580-12-7113|Jarvis|Miller|M|781 O'Keefe Haven Apt. 630|Flint|MI|48504|43.0573|-83.7498|162969|Financial adviser|1970-01-02|6|40_60_smaller_cities.json|1929|2015-12-16|misc_net|235.44
718-90-6326|Genoveva|Treutel|F|7804 Quigley Lakes Suite 458|Miami|FL|33175|25.7341|-80.4068|1737737|Diagnostic radiographer|1960-02-10|5717957|40_60_bigger_cities.json|242|2015-12-16|misc_pos|29.24
281-20-8708|Wendel|Welch|M|770 Waters River Suite 670|Lithonia|GA|30038|33.6823|-84.161|90178|Designer, multimedia|1966-01-24|73769534|40_60_smaller_cities.json|2010|2015-12-16|grocery_pos|60.02
718-90-6326|Genoveva|Treutel|F|7804 Quigley Lakes Suite 458|Miami|FL|33175|25.7341|-80.4068|1737737|Diagnostic radiographer|1960-02-10|5717957|40_60_bigger_cities.json|207|2015-12-16|pharmacy|41.61
157-00-3106|Winona|Green|F|8361 Rippin Glens Apt. 348|Casper|WY|82609|42.8406|-106.2806|69012|Occupational hygienist|1960-12-27|142950|40_60_smaller_cities.json|476|2015-12-16|shopping_net|3.31
761-98-9379|Laron|Volkman|M|7522 Rice Lights|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Health and safety inspector|1977-01-22|0|male_30_40_bigger_cities.json|2418|2015-12-16|gas_transport|97.48
768-40-7246|Domonique|Reinger|F|7552 Earline Extensions Suite 723|Brooklyn|NY|11215|40.6669|-73.9828|2504700|Scientist, marine|1958-03-14|291|40_60_bigger_cities.json|594|2015-12-16|grocery_net|31.19
580-33-2047|Elvie|Torp|F|8394 Littel Ramp Apt. 220|Youngstown|OH|44502|41.0774|-80.6409|163222|Research scientist (life sciences)|1957-08-30|76|40_60_smaller_cities.json|2219|2015-12-16|grocery_pos|65.87
768-40-7246|Domonique|Reinger|F|7552 Earline Extensions Suite 723|Brooklyn|NY|11215|40.6669|-73.9828|2504700|Scientist, marine|1958-03-14|291|40_60_bigger_cities.json|482|2015-12-16|personal_care|1.6
660-63-8284|Germaine|Collins|F|8719 Harris Valley Apt. 179|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Pilot, airline|1982-03-09|9865634|female_30_40_smaller_cities.json|1392|2015-12-16|health_fitness|30.73
768-40-7246|Domonique|Reinger|F|7552 Earline Extensions Suite 723|Brooklyn|NY|11215|40.6669|-73.9828|2504700|Scientist, marine|1958-03-14|291|40_60_bigger_cities.json|343|2015-12-16|misc_pos|22.21
660-63-8284|Germaine|Collins|F|8719 Harris Valley Apt. 179|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Pilot, airline|1982-03-09|9865634|female_30_40_smaller_cities.json|1213|2015-12-16|entertainment|12.41
660-63-8284|Germaine|Collins|F|8719 Harris Valley Apt. 179|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Pilot, airline|1982-03-09|9865634|female_30_40_smaller_cities.json|1200|2015-12-16|health_fitness|145.4
660-63-8284|Germaine|Collins|F|8719 Harris Valley Apt. 179|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Pilot, airline|1982-03-09|9865634|female_30_40_smaller_cities.json|1086|2015-12-16|shopping_pos|0.38
157-00-3106|Winona|Green|F|8361 Rippin Glens Apt. 348|Casper|WY|82609|42.8406|-106.2806|69012|Occupational hygienist|1960-12-27|142950|40_60_smaller_cities.json|417|2015-12-16|utilities|102.08
718-90-6326|Genoveva|Treutel|F|7804 Quigley Lakes Suite 458|Miami|FL|33175|25.7341|-80.4068|1737737|Diagnostic radiographer|1960-02-10|5717957|40_60_bigger_cities.json|61|2015-12-16|kids_pets|47.82
865-93-4753|Linden|Lang|M|645 Mueller Parks Suite 793|Houston|TX|77060|29.9335|-95.3981|2906700|Aeronautical engineer|1978-11-13|75067755|male_30_40_bigger_cities.json|589|2015-12-16|pharmacy|39.03
865-93-4753|Linden|Lang|M|645 Mueller Parks Suite 793|Houston|TX|77060|29.9335|-95.3981|2906700|Aeronautical engineer|1978-11-13|75067755|male_30_40_bigger_cities.json|783|2015-12-16|gas_transport|56.6
239-31-6672|Griffin|Eichmann|M|0344 Walter Haven Apt. 118|Canal Fulton|OH|44614|40.8887|-81.5773|12595|Pension scheme manager|1961-10-25|68609|40_60_smaller_cities.json|423|2015-12-16|personal_care|84.57
388-30-6923|Adriel|Heidenreich|M|538 Ebert Land|Killeen|TX|76543|31.1172|-97.6651|164094|Aid worker|1975-07-02|544069093|40_60_smaller_cities.json|635|2015-12-16|grocery_pos|67.93
094-79-3802|Tonja|Green|F|1575 Orren Valleys|Willoughby|OH|44094|41.6302|-81.4076|35234|Broadcast presenter|1957-03-26|55393422|40_60_smaller_cities.json|1979|2015-12-16|utilities|54.53
865-93-4753|Linden|Lang|M|645 Mueller Parks Suite 793|Houston|TX|77060|29.9335|-95.3981|2906700|Aeronautical engineer|1978-11-13|75067755|male_30_40_bigger_cities.json|923|2015-12-16|pharmacy|29.09
094-79-3802|Tonja|Green|F|1575 Orren Valleys|Willoughby|OH|44094|41.6302|-81.4076|35234|Broadcast presenter|1957-03-26|55393422|40_60_smaller_cities.json|2058|2015-12-16|utilities|57.75
094-79-3802|Tonja|Green|F|1575 Orren Valleys|Willoughby|OH|44094|41.6302|-81.4076|35234|Broadcast presenter|1957-03-26|55393422|40_60_smaller_cities.json|2255|2015-12-16|shopping_net|38.1
094-79-3802|Tonja|Green|F|1575 Orren Valleys|Willoughby|OH|44094|41.6302|-81.4076|35234|Broadcast presenter|1957-03-26|55393422|40_60_smaller_cities.json|2562|2015-12-16|entertainment|22.43
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|2709|2015-12-16|shopping_net|16.03
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|2319|2015-12-16|personal_care|95.82
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|2226|2015-12-16|misc_net|223.83
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|2168|2015-12-16|utilities|66.73
865-93-4753|Linden|Lang|M|645 Mueller Parks Suite 793|Houston|TX|77060|29.9335|-95.3981|2906700|Aeronautical engineer|1978-11-13|75067755|male_30_40_bigger_cities.json|2083|2015-12-16|entertainment|86.84
347-22-8926|Angele|Bauch|F|3624 Smitham Walks Suite 635|Union City|NJ|07087|40.7674|-74.0323|66515|Illustrator|1971-09-05|3|40_60_smaller_cities.json|1942|2015-12-16|personal_care|89.7
865-93-4753|Linden|Lang|M|645 Mueller Parks Suite 793|Houston|TX|77060|29.9335|-95.3981|2906700|Aeronautical engineer|1978-11-13|75067755|male_30_40_bigger_cities.json|2252|2015-12-16|misc_net|9.42
580-33-2047|Elvie|Torp|F|8394 Littel Ramp Apt. 220|Youngstown|OH|44502|41.0774|-80.6409|163222|Research scientist (life sciences)|1957-08-30|76|40_60_smaller_cities.json|1748|2015-12-16|personal_care|36.3
157-00-3106|Winona|Green|F|8361 Rippin Glens Apt. 348|Casper|WY|82609|42.8406|-106.2806|69012|Occupational hygienist|1960-12-27|142950|40_60_smaller_cities.json|113|2015-12-16|grocery_pos|96.19
222-12-2314|Williams|Hackett|M|6847 Hughes Islands Suite 876|Minneapolis|MN|55429|45.0645|-93.3413|1022298|Occupational psychologist|1959-09-11|8501|40_60_bigger_cities.json|215|2015-12-16|entertainment|54.54
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|943|2015-12-16|misc_net|0.78
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|2729|2015-12-16|food_dining|51.96
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|942|2015-12-16|misc_net|0.43
477-25-6313|Maynard|Hartmann|M|7421 Yuliana Ridge Apt. 959|Burke|VA|22015|38.7894|-77.2818|43102|Medical physicist|1962-10-14|95657200|40_60_smaller_cities.json|1523|2015-12-16|personal_care|12.13
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|2692|2015-12-16|food_dining|58.44
157-00-3106|Winona|Green|F|8361 Rippin Glens Apt. 348|Casper|WY|82609|42.8406|-106.2806|69012|Occupational hygienist|1960-12-27|142950|40_60_smaller_cities.json|50|2015-12-16|grocery_pos|66.96
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|2684|2015-12-16|utilities|63.79
985-62-7126|Marita|Bailey|F|919 Lourdes Fort|Pryor|OK|74361|36.2921|-95.3129|16293|Art gallery manager|1967-11-16|19558|40_60_smaller_cities.json|488|2015-12-16|misc_net|11.4
985-62-7126|Marita|Bailey|F|919 Lourdes Fort|Pryor|OK|74361|36.2921|-95.3129|16293|Art gallery manager|1967-11-16|19558|40_60_smaller_cities.json|537|2015-12-16|grocery_pos|75.6
304-61-7811|Andreas|Smith|M|372 Kutch Bypass|Fort Worth|TX|76111|32.7824|-97.3003|813980|Engineer, building services|1963-02-12|9517|40_60_bigger_cities.json|1169|2015-12-16|personal_care|21.93
304-61-7811|Andreas|Smith|M|372 Kutch Bypass|Fort Worth|TX|76111|32.7824|-97.3003|813980|Engineer, building services|1963-02-12|9517|40_60_bigger_cities.json|1151|2015-12-16|home|24.76
347-22-8926|Angele|Bauch|F|3624 Smitham Walks Suite 635|Union City|NJ|07087|40.7674|-74.0323|66515|Illustrator|1971-09-05|3|40_60_smaller_cities.json|1997|2015-12-16|personal_care|31.21
304-61-7811|Andreas|Smith|M|372 Kutch Bypass|Fort Worth|TX|76111|32.7824|-97.3003|813980|Engineer, building services|1963-02-12|9517|40_60_bigger_cities.json|843|2015-12-16|travel|29.18
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|758|2015-12-16|grocery_pos|64.92
304-61-7811|Andreas|Smith|M|372 Kutch Bypass|Fort Worth|TX|76111|32.7824|-97.3003|813980|Engineer, building services|1963-02-12|9517|40_60_bigger_cities.json|774|2015-12-16|travel|91.1
761-98-9379|Laron|Volkman|M|7522 Rice Lights|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Health and safety inspector|1977-01-22|0|male_30_40_bigger_cities.json|1930|2015-12-16|pharmacy|40.81
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|708|2015-12-16|travel|33.69
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|699|2015-12-16|food_dining|58.69
347-22-8926|Angele|Bauch|F|3624 Smitham Walks Suite 635|Union City|NJ|07087|40.7674|-74.0323|66515|Illustrator|1971-09-05|3|40_60_smaller_cities.json|2032|2015-12-16|misc_net|28.82
347-22-8926|Angele|Bauch|F|3624 Smitham Walks Suite 635|Union City|NJ|07087|40.7674|-74.0323|66515|Illustrator|1971-09-05|3|40_60_smaller_cities.json|2068|2015-12-16|grocery_pos|83.97
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|21|2015-12-16|personal_care|140.06
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|292|2015-12-16|food_dining|29.64
095-58-4176|Edmonia|Daniel|F|00067 Hilpert Flats Suite 151|Irvington|NJ|07111|40.7261|-74.2313|53942|Bookseller|1957-01-01|832580484|40_60_smaller_cities.json|2019|2015-12-16|grocery_pos|68.8
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|408|2015-12-16|personal_care|17.67
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|594|2015-12-16|personal_care|75.99
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|663|2015-12-16|utilities|96.89
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|2352|2015-12-16|shopping_net|2.27
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|1186|2015-12-16|utilities|70.16
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|1275|2015-12-16|utilities|89.13
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|2284|2015-12-16|utilities|54.11
531-58-3359|Jammie|Rau|M|33333 Amiya Harbor|Lake Elsinore|CA|92530|33.6598|-117.3485|68860|Health visitor|1975-09-10|8|40_60_smaller_cities.json|2361|2015-12-16|misc_net|16
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|2209|2015-12-16|misc_net|79.69
985-62-7126|Marita|Bailey|F|919 Lourdes Fort|Pryor|OK|74361|36.2921|-95.3129|16293|Art gallery manager|1967-11-16|19558|40_60_smaller_cities.json|1277|2015-12-16|misc_net|114.52
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|2215|2015-12-16|utilities|74.21
343-80-4189|Zelma|Metz|F|8675 Lita Estates Suite 968|Warrenton|VA|20186|38.6898|-77.8361|29809|Engineer, land|1968-06-27|66991|40_60_smaller_cities.json|81|2015-12-16|shopping_net|0.22
761-98-9379|Laron|Volkman|M|7522 Rice Lights|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Health and safety inspector|1977-01-22|0|male_30_40_bigger_cities.json|1754|2015-12-16|pharmacy|33.97
658-66-4744|Keanna|Christiansen|F|60647 Quigley Cape Suite 769|Sylmar|CA|91342|34.3054|-118.4322|91725|Arboriculturist|1967-11-30|450527|40_60_smaller_cities.json|2920|2015-12-16|grocery_pos|44.08
421-09-2212|Emanuel|Wiza|M|239 Cole Spring|Victoria|TX|77901|28.809|-96.9993|80531|Dramatherapist|1960-05-05|43070|40_60_smaller_cities.json|2122|2015-12-16|grocery_pos|61.49
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|1975|2015-12-16|personal_care|49.97
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|2587|2015-12-16|misc_net|4.67
388-30-6923|Adriel|Heidenreich|M|538 Ebert Land|Killeen|TX|76543|31.1172|-97.6651|164094|Aid worker|1975-07-02|544069093|40_60_smaller_cities.json|999|2015-12-16|grocery_pos|44.6
699-14-2194|Adrianna|Kirlin|F|1179 Moen Crossroad|Clearwater|FL|33755|27.9781|-82.7815|172247|Producer, radio|1960-05-11|79382640|40_60_smaller_cities.json|2757|2015-12-16|utilities|66.51
630-80-9861|Sheldon|Connelly|M|05192 Carla Neck|Valley Center|KS|67147|37.8616|-97.2621|9908|Pharmacist, hospital|1959-02-22|405|40_60_smaller_cities.json|270|2015-12-16|utilities|87.96
985-62-7126|Marita|Bailey|F|919 Lourdes Fort|Pryor|OK|74361|36.2921|-95.3129|16293|Art gallery manager|1967-11-16|19558|40_60_smaller_cities.json|1896|2015-12-16|grocery_pos|93.51
751-89-7521|Elie|Zemlak|M|52866 Zulauf Squares|Columbia|SC|29209|33.9659|-80.9355|333497|Ceramics designer|1966-04-23|707255707|40_60_smaller_cities.json|1797|2015-12-16|food_dining|0.39
249-62-4111|Vernal|Kessler|M|078 Kazuo Loaf|Sparta|MI|49345|43.1619|-85.6877|13040|Hospital doctor|1963-01-28|81858766|40_60_smaller_cities.json|1925|2015-12-16|personal_care|26.26
580-33-2047|Elvie|Torp|F|8394 Littel Ramp Apt. 220|Youngstown|OH|44502|41.0774|-80.6409|163222|Research scientist (life sciences)|1957-08-30|76|40_60_smaller_cities.json|1238|2015-12-16|shopping_net|31.98
249-62-4111|Vernal|Kessler|M|078 Kazuo Loaf|Sparta|MI|49345|43.1619|-85.6877|13040|Hospital doctor|1963-01-28|81858766|40_60_smaller_cities.json|1670|2015-12-16|misc_net|8.57
761-98-9379|Laron|Volkman|M|7522 Rice Lights|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Health and safety inspector|1977-01-22|0|male_30_40_bigger_cities.json|1464|2015-12-16|pharmacy|30.88
505-59-6041|Carleen|Walker|F|747 Walsh Ford Suite 715|Windsor|NY|13865|42.0745|-75.6728|6371|Sports administrator|1958-12-15|79125621|40_60_smaller_cities.json|304|2015-12-16|utilities|87.86
580-33-2047|Elvie|Torp|F|8394 Littel Ramp Apt. 220|Youngstown|OH|44502|41.0774|-80.6409|163222|Research scientist (life sciences)|1957-08-30|76|40_60_smaller_cities.json|1222|2015-12-16|misc_net|168.49
249-62-4111|Vernal|Kessler|M|078 Kazuo Loaf|Sparta|MI|49345|43.1619|-85.6877|13040|Hospital doctor|1963-01-28|81858766|40_60_smaller_cities.json|1289|2015-12-16|utilities|102.89
630-80-9861|Sheldon|Connelly|M|05192 Carla Neck|Valley Center|KS|67147|37.8616|-97.2621|9908|Pharmacist, hospital|1959-02-22|405|40_60_smaller_cities.json|437|2015-12-16|utilities|43.74
505-59-6041|Carleen|Walker|F|747 Walsh Ford Suite 715|Windsor|NY|13865|42.0745|-75.6728|6371|Sports administrator|1958-12-15|79125621|40_60_smaller_cities.json|618|2015-12-16|grocery_pos|53.88
761-98-9379|Laron|Volkman|M|7522 Rice Lights|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Health and safety inspector|1977-01-22|0|male_30_40_bigger_cities.json|985|2015-12-16|personal_care|0.92
421-09-2212|Emanuel|Wiza|M|239 Cole Spring|Victoria|TX|77901|28.809|-96.9993|80531|Dramatherapist|1960-05-05|43070|40_60_smaller_cities.json|1462|2015-12-16|entertainment|40.63
587-94-3401|Egbert|Gleason|M|0011 Joseluis Estates Apt. 839|Daytona Beach|FL|32114|29.2012|-81.0371|145713|Surveyor, commercial/residential|1969-10-26|19007063|40_60_smaller_cities.json|1775|2015-12-16|utilities|73.8
249-62-4111|Vernal|Kessler|M|078 Kazuo Loaf|Sparta|MI|49345|43.1619|-85.6877|13040|Hospital doctor|1963-01-28|81858766|40_60_smaller_cities.json|991|2015-12-16|travel|2767.12
658-66-4744|Keanna|Christiansen|F|60647 Quigley Cape Suite 769|Sylmar|CA|91342|34.3054|-118.4322|91725|Arboriculturist|1967-11-30|450527|40_60_smaller_cities.json|2561|2015-12-16|entertainment|1.61
505-59-6041|Carleen|Walker|F|747 Walsh Ford Suite 715|Windsor|NY|13865|42.0745|-75.6728|6371|Sports administrator|1958-12-15|79125621|40_60_smaller_cities.json|1054|2015-12-16|grocery_pos|31.44
249-62-4111|Vernal|Kessler|M|078 Kazuo Loaf|Sparta|MI|49345|43.1619|-85.6877|13040|Hospital doctor|1963-01-28|81858766|40_60_smaller_cities.json|802|2015-12-16|grocery_pos|70.9
630-80-9861|Sheldon|Connelly|M|05192 Carla Neck|Valley Center|KS|67147|37.8616|-97.2621|9908|Pharmacist, hospital|1959-02-22|405|40_60_smaller_cities.json|540|2015-12-16|utilities|30.28
249-62-4111|Vernal|Kessler|M|078 Kazuo Loaf|Sparta|MI|49345|43.1619|-85.6877|13040|Hospital doctor|1963-01-28|81858766|40_60_smaller_cities.json|576|2015-12-16|food_dining|15.81
433-05-5552|Berton|Nicolas|M|0059 Leda Trail|Sacramento|CA|95823|38.4797|-121.4438|757530|Art gallery manager|1958-09-23|2|40_60_bigger_cities.json|1146|2015-12-16|misc_pos|4.79
580-33-2047|Elvie|Torp|F|8394 Littel Ramp Apt. 220|Youngstown|OH|44502|41.0774|-80.6409|163222|Research scientist (life sciences)|1957-08-30|76|40_60_smaller_cities.json|1069|2015-12-16|misc_net|4.73
658-66-4744|Keanna|Christiansen|F|60647 Quigley Cape Suite 769|Sylmar|CA|91342|34.3054|-118.4322|91725|Arboriculturist|1967-11-30|450527|40_60_smaller_cities.json|2373|2015-12-16|entertainment|126.41
